last_cor,act_cor,new_cor,last_nor,act_nor,new_nor,last_sou,act_sou,new_sou,last_wes,act_wes,new_wes,last_eas,act_eas,new_eas
291.15,2.0,293.15,291.15,-2.0,291.15,291.15,2.0,293.15,292.15,-2.0,291.15,292.15,2.0,294.15
293.15,2.0,295.15,291.15,2.0,293.15,293.15,2.0,295.15,291.15,1.0,292.15,294.15,1.0,295.15
295.15,1.0,296.15,293.15,-2.0,291.15,295.15,0.0,295.15,292.15,0.0,292.15,295.15,2.0,297.15
296.15,0.0,296.15,291.15,-1.0,291.15,295.15,1.0,296.15,292.15,-1.0,291.15,297.15,-2.0,295.15
296.15,0.0,296.15,291.15,0.0,291.15,296.15,-1.0,295.15,291.15,-1.0,291.15,295.15,-1.0,294.15
296.15,-1.0,295.15,291.15,-1.0,291.15,295.15,1.0,296.15,291.15,-1.0,291.15,294.15,2.0,296.15
295.15,2.0,297.15,291.15,0.0,291.15,296.15,-1.0,295.15,291.15,0.0,291.15,296.15,2.0,298.15
297.15,1.0,298.15,291.15,2.0,293.15,295.15,0.0,295.15,291.15,1.0,292.15,298.15,-1.0,297.15
298.15,1.0,298.15,293.15,-1.0,292.15,295.15,1.0,296.15,292.15,2.0,294.15,297.15,-2.0,295.15
298.15,1.0,298.15,292.15,-2.0,291.15,296.15,1.0,297.15,294.15,-2.0,292.15,295.15,2.0,297.15
298.15,-2.0,296.15,291.15,2.0,293.15,297.15,2.0,298.15,292.15,0.0,292.15,297.15,1.0,298.15
296.15,1.0,297.15,293.15,2.0,295.15,298.15,-1.0,297.15,292.15,0.0,292.15,298.15,-2.0,296.15
297.15,1.0,298.15,295.15,-2.0,293.15,297.15,0.0,297.15,292.15,0.0,292.15,296.15,0.0,296.15
298.15,0.0,298.15,293.15,1.0,294.15,297.15,1.0,298.15,292.15,0.0,292.15,296.15,0.0,296.15
298.15,2.0,298.15,294.15,-2.0,292.15,298.15,-2.0,296.15,292.15,-2.0,291.15,296.15,1.0,297.15
298.15,0.0,298.15,292.15,1.0,293.15,296.15,1.0,297.15,291.15,-1.0,291.15,297.15,2.0,298.15
298.15,1.0,298.15,293.15,-1.0,292.15,297.15,-1.0,296.15,291.15,-1.0,291.15,298.15,-2.0,296.15
298.15,-2.0,296.15,292.15,2.0,294.15,296.15,0.0,296.15,291.15,-1.0,291.15,296.15,1.0,297.15
296.15,0.0,296.15,294.15,2.0,296.15,296.15,1.0,297.15,291.15,0.0,291.15,297.15,-1.0,296.15
296.15,2.0,298.15,296.15,1.0,297.15,297.15,2.0,298.15,291.15,-2.0,291.15,296.15,2.0,298.15
298.15,1.0,298.15,297.15,-2.0,295.15,298.15,0.0,298.15,291.15,1.0,292.15,298.15,-2.0,296.15
298.15,0.0,298.15,295.15,2.0,297.15,298.15,-1.0,297.15,292.15,0.0,292.15,296.15,0.0,296.15
298.15,-1.0,297.15,297.15,2.0,298.15,297.15,1.0,298.15,292.15,-2.0,291.15,296.15,2.0,298.15
297.15,2.0,298.15,298.15,-1.0,297.15,298.15,2.0,298.15,291.15,-2.0,291.15,298.15,2.0,298.15
298.15,1.0,298.15,297.15,1.0,298.15,298.15,-2.0,296.15,291.15,2.0,293.15,298.15,-2.0,296.15
298.15,-1.0,297.15,298.15,-2.0,296.15,296.15,1.0,297.15,293.15,-2.0,291.15,296.15,2.0,298.15
297.15,1.0,298.15,296.15,-2.0,294.15,297.15,-2.0,295.15,291.15,-2.0,291.15,298.15,1.0,298.15
298.15,2.0,298.15,294.15,-1.0,293.15,295.15,2.0,297.15,291.15,-2.0,291.15,298.15,2.0,298.15
298.15,2.0,298.15,293.15,1.0,294.15,297.15,1.0,298.15,291.15,2.0,293.15,298.15,-2.0,296.15
298.15,-1.0,297.15,294.15,-2.0,292.15,298.15,0.0,298.15,293.15,1.0,294.15,296.15,1.0,297.15
297.15,2.0,298.15,292.15,-2.0,291.15,298.15,1.0,298.15,294.15,-2.0,292.15,297.15,-1.0,296.15
298.15,1.0,298.15,291.15,2.0,293.15,298.15,1.0,298.15,292.15,-2.0,291.15,296.15,1.0,297.15
298.15,-2.0,296.15,293.15,2.0,295.15,298.15,1.0,298.15,291.15,-2.0,291.15,297.15,-2.0,295.15
296.15,-2.0,294.15,295.15,2.0,297.15,298.15,0.0,298.15,291.15,1.0,292.15,295.15,1.0,296.15
294.15,0.0,294.15,297.15,-2.0,295.15,298.15,2.0,298.15,292.15,-1.0,291.15,296.15,0.0,296.15
294.15,1.0,295.15,295.15,1.0,296.15,298.15,2.0,298.15,291.15,-2.0,291.15,296.15,0.0,296.15
295.15,0.0,295.15,296.15,0.0,296.15,298.15,-2.0,296.15,291.15,-2.0,291.15,296.15,-1.0,295.15
295.15,-1.0,294.15,296.15,0.0,296.15,296.15,1.0,297.15,291.15,1.0,292.15,295.15,0.0,295.15
294.15,0.0,294.15,296.15,-1.0,295.15,297.15,0.0,297.15,292.15,-1.0,291.15,295.15,-2.0,293.15
294.15,0.0,294.15,295.15,0.0,295.15,297.15,-1.0,296.15,291.15,0.0,291.15,293.15,0.0,293.15
294.15,1.0,295.15,295.15,1.0,296.15,296.15,1.0,297.15,291.15,-1.0,291.15,293.15,1.0,294.15
295.15,0.0,295.15,296.15,0.0,296.15,297.15,1.0,298.15,291.15,-1.0,291.15,294.15,0.0,294.15
295.15,0.31798219680786133,295.46798219680784,296.15,1.9642136096954346,298.1142136096954,298.15,-0.3759791851043701,297.7740208148956,291.15,1.3011837005615234,292.4511837005615,294.15,-1.9121954441070557,292.2378045558929
295.46798219680784,-1.3207306861877441,294.1472515106201,298.1142136096954,-1.923956274986267,296.19025733470914,297.7740208148956,-1.4203771352767944,296.3536436796188,292.4511837005615,-1.8696529865264893,291.15,292.2378045558929,-0.8588628768920898,291.37894167900083
294.1472515106201,-1.9027955532073975,292.2444559574127,296.19025733470914,0.5969986915588379,296.787256026268,296.3536436796188,-1.403795838356018,294.9498478412628,291.15,0.2037034034729004,291.3537034034729,291.37894167900083,0.29990243911743164,291.67884411811826
292.2444559574127,1.5387461185455322,293.78320207595823,296.787256026268,1.8624579906463623,298.15,294.9498478412628,-0.2426518201828003,294.70719602108,291.3537034034729,1.549304485321045,292.9030078887939,291.67884411811826,1.1532294750213623,292.8320735931396
293.78320207595823,1.6651432514190674,295.4483453273773,298.15,0.9606168270111084,298.15,294.70719602108,0.41657304763793945,295.12376906871793,292.9030078887939,-0.7154985666275024,292.1875093221664,292.8320735931396,1.7165143489837646,294.5485879421234
295.4483453273773,1.0615921020507812,296.5099374294281,298.15,0.9309046268463135,298.15,295.12376906871793,-1.9583170413970947,293.16545202732084,292.1875093221664,-0.2212221622467041,291.9662871599197,294.5485879421234,-1.9354850053787231,292.61310293674467
296.5099374294281,-0.8205528259277344,295.68938460350034,298.15,1.025960922241211,298.15,293.16545202732084,-0.6076769828796387,292.5577750444412,291.9662871599197,0.7195236682891846,292.6858108282089,292.61310293674467,1.536768913269043,294.1498718500137
295.68938460350034,1.1087217330932617,296.7981063365936,298.15,0.23505020141601562,298.15,292.5577750444412,1.646287441253662,294.20406248569486,292.6858108282089,-0.7245991230010986,291.9612117052078,294.1498718500137,0.6428558826446533,294.79272773265836
296.7981063365936,-1.8806086778640747,294.91749765872953,298.15,-1.8772281408309937,296.272771859169,294.20406248569486,1.2081761360168457,295.4122386217117,291.9612117052078,-0.9293968677520752,291.15,294.79272773265836,1.162468671798706,295.95519640445707
294.91749765872953,0.9885764122009277,295.90607407093046,296.272771859169,0.2270524501800537,296.49982430934904,295.4122386217117,-1.788029670715332,293.6242089509964,291.15,1.5519142150878906,292.70191421508787,295.95519640445707,-0.09999144077301025,295.85520496368406
295.90607407093046,-1.0674749612808228,294.83859910964964,296.49982430934904,-1.7505091428756714,294.74931516647337,293.6242089509964,1.9701659679412842,295.59437491893766,292.70191421508787,-1.3441412448883057,291.35777297019956,295.85520496368406,-1.4239296913146973,294.43127527236936
294.83859910964964,0.13925814628601074,294.97785725593565,294.74931516647337,-1.6025253534317017,293.14678981304166,295.59437491893766,-0.09713435173034668,295.4972405672073,291.35777297019956,-1.781527042388916,291.15,294.43127527236936,0.017934083938598633,294.44920935630796
294.97785725593565,1.2370250225067139,296.21488227844236,293.14678981304166,-0.9512169361114502,292.1955728769302,295.4972405672073,0.21825623512268066,295.71549680233,291.15,1.8851587772369385,293.0351587772369,294.44920935630796,-0.4364575147628784,294.0127518415451
296.21488227844236,0.11082315444946289,296.3257054328918,292.1955728769302,-0.7395747900009155,291.4559980869293,295.71549680233,0.8554122447967529,296.57090904712675,293.0351587772369,-1.5520808696746826,291.48307790756223,294.0127518415451,-1.1112629175186157,292.90148892402647
296.3257054328918,-1.8815488815307617,294.44415655136106,291.4559980869293,-1.6631734371185303,291.15,296.57090904712675,-1.6924666166305542,294.8784424304962,291.48307790756223,0.2627530097961426,291.7458309173584,292.90148892402647,0.5765335559844971,293.47802248001096
294.44415655136106,-1.7482880353927612,292.6958685159683,291.15,1.79085373878479,292.94085373878477,294.8784424304962,-0.13459420204162598,294.74384822845457,291.7458309173584,0.24731802940368652,291.99314894676206,293.47802248001096,-1.5839951038360596,291.8940273761749
292.6958685159683,-0.2754848003387451,292.42038371562955,292.94085373878477,-1.555227279663086,291.3856264591217,294.74384822845457,1.1034011840820312,295.8472494125366,291.99314894676206,-1.8578238487243652,291.15,291.8940273761749,0.1330263614654541,292.02705373764036
292.42038371562955,-0.2587629556655884,292.16162075996397,291.3856264591217,-1.4726519584655762,291.15,295.8472494125366,1.2220263481140137,297.0692757606506,291.15,0.7828576564788818,291.93285765647886,292.02705373764036,1.0228242874145508,293.0498780250549
292.16162075996397,-0.036818504333496094,292.12480225563047,291.15,1.5456161499023438,292.6956161499023,297.0692757606506,-1.9306271076202393,295.1386486530304,291.93285765647886,0.11322307586669922,292.04608073234556,293.0498780250549,-1.5084524154663086,291.5414256095886
292.12480225563047,-1.2729403972625732,291.15,292.6956161499023,0.3726506233215332,293.06826677322385,295.1386486530304,1.2148950099945068,296.3535436630249,292.04608073234556,1.510204553604126,293.5562852859497,291.5414256095886,1.2141308784484863,292.7555564880371
291.15,-0.08392560482025146,291.15,293.06826677322385,-0.5657811164855957,292.50248565673826,296.3535436630249,-1.903346300125122,294.45019736289976,293.5562852859497,-0.2586280107498169,293.29765727519987,292.7555564880371,-0.5916627645492554,292.16389372348783
291.15,-1.5606629848480225,291.15,292.50248565673826,-0.5252306461334229,291.97725501060484,294.45019736289976,1.8620643615722656,296.312261724472,293.29765727519987,-0.96265709400177,292.3350001811981,292.16389372348783,-1.6554332971572876,291.15
291.15,0.5644941329956055,291.7144941329956,291.97725501060484,-1.326552152633667,291.15,296.312261724472,-0.5855509042739868,295.72671082019804,292.3350001811981,-1.101413369178772,291.2335868120193,291.15,-0.7589223384857178,291.15
291.7144941329956,0.8940639495849609,292.60855808258054,291.15,-0.8007729053497314,291.15,295.72671082019804,0.3849518299102783,296.1116626501083,291.2335868120193,-0.7040376663208008,291.15,291.15,1.3857231140136719,292.53572311401365
292.60855808258054,-1.48362398147583,291.15,291.15,1.290534496307373,292.44053449630735,296.1116626501083,-1.6117756366729736,294.49988701343534,291.15,-1.515445590019226,291.15,292.53572311401365,0.6893033981323242,293.225026512146
291.15,0.18581032752990723,291.3358103275299,292.44053449630735,0.7020478248596191,293.14258232116697,294.49988701343534,1.0259575843811035,295.52584459781644,291.15,-1.7471671104431152,291.15,293.225026512146,-1.972517967224121,291.25250854492185
291.3358103275299,-0.9972085952758789,291.15,293.14258232116697,0.8441925048828125,293.9867748260498,295.52584459781644,0.3440515995025635,295.869896197319,291.15,-0.2672966718673706,291.15,291.25250854492185,0.14013338088989258,291.39264192581174
291.15,0.9745330810546875,292.12453308105466,293.9867748260498,-1.8586453199386597,292.1281295061111,295.869896197319,1.133800983428955,297.00369718074796,291.15,0.33022379875183105,291.4802237987518,291.39264192581174,1.9199104309082031,293.31255235671995
292.12453308105466,-1.8755302429199219,291.15,292.1281295061111,0.24860548973083496,292.37673499584196,297.00369718074796,0.05474114418029785,297.05843832492826,291.4802237987518,0.15369272232055664,291.63391652107236,293.31255235671995,1.9393510818481445,295.2519034385681
291.15,0.130126953125,291.280126953125,292.37673499584196,1.1378700733184814,293.51460506916044,297.05843832492826,-1.544965386390686,295.5134729385376,291.63391652107236,-1.473638653755188,291.15,295.2519034385681,0.6296048164367676,295.88150825500486
291.280126953125,-0.9132704734802246,291.15,293.51460506916044,-1.8558765649795532,291.6587285041809,295.5134729385376,0.5951647758483887,296.10863771438596,291.15,-0.10084939002990723,291.15,295.88150825500486,0.507028341293335,296.3885365962982
291.15,-1.7487099170684814,291.15,291.6587285041809,-0.9313710927963257,291.15,296.10863771438596,0.24305105209350586,296.35168876647947,291.15,-1.784079670906067,291.15,296.3885365962982,-1.2432012557983398,295.14533534049986
291.15,1.473599910736084,292.62359991073606,291.15,-1.6698312759399414,291.15,296.35168876647947,-1.9369981288909912,294.4146906375885,291.15,-1.1431496143341064,291.15,295.14533534049986,-1.2895855903625488,293.8557497501373
292.62359991073606,0.9574737548828125,293.5810736656189,291.15,0.26912879943847656,291.41912879943845,294.4146906375885,0.2526412010192871,294.66733183860777,291.15,1.8646392822265625,293.01463928222654,293.8557497501373,-0.9105077981948853,292.9452419519424
293.5810736656189,1.5055618286132812,295.08663549423215,291.41912879943845,1.0072681903839111,292.42639698982236,294.66733183860777,0.44884634017944336,295.1161781787872,293.01463928222654,-0.8203060626983643,292.1943332195282,292.9452419519424,-1.6789923906326294,291.2662495613098
295.08663549423215,-0.14100515842437744,294.9456303358078,292.42639698982236,1.4637773036956787,293.89017429351804,295.1161781787872,0.2277662754058838,295.3439444541931,292.1943332195282,1.316967248916626,293.5113004684448,291.2662495613098,1.9272851943969727,293.19353475570676
294.9456303358078,1.51231050491333,296.4579408407211,293.89017429351804,-1.0728271007537842,292.81734719276426,295.3439444541931,1.4448795318603516,296.78882398605344,293.5113004684448,-1.6513056755065918,291.8599947929382,293.19353475570676,0.5750105381011963,293.76854529380796
296.4579408407211,0.021937131881713867,296.4798779726028,292.81734719276426,0.8648619651794434,293.6822091579437,296.78882398605344,-1.6344736814498901,295.15435030460355,291.8599947929382,0.6314952373504639,292.4914900302887,293.76854529380796,-1.2598934173583984,292.50865187644956
296.4798779726028,1.0187997817993164,297.49867775440214,293.6822091579437,-0.3963576555252075,293.2858515024185,295.15435030460355,0.14111828804016113,295.2954685926437,292.4914900302887,-0.5026187896728516,291.9888712406158,292.50865187644956,0.37997961044311523,292.8886314868927
297.49867775440214,-1.139420747756958,296.3592570066452,293.2858515024185,0.955847978591919,294.2416994810104,295.2954685926437,-0.7611899375915527,294.53427865505216,291.9888712406158,0.4428431987762451,292.43171443939207,292.8886314868927,-0.28834104537963867,292.60029044151304
296.3592570066452,0.7726559638977051,297.1319129705429,294.2416994810104,0.7177243232727051,294.9594238042831,294.53427865505216,-0.38247859477996826,294.1518000602722,292.43171443939207,1.8178746700286865,294.24958910942075,292.60029044151304,-1.6118509769439697,291.15
297.1319129705429,0.5012648105621338,297.633177781105,294.9594238042831,1.6710047721862793,296.6304285764694,294.1518000602722,-0.46082210540771484,293.6909779548645,294.24958910942075,1.902165412902832,296.1517545223236,291.15,0.871544361114502,292.0215443611145
297.633177781105,0.4107813835144043,298.0439591646194,296.6304285764694,1.0506465435028076,297.6810751199722,293.6909779548645,1.0406312942504883,294.73160924911497,296.1517545223236,-1.6683423519134521,294.48341217041013,292.0215443611145,1.3133623600006104,293.3349067211151
298.0439591646194,0.7362761497497559,298.15,297.6810751199722,1.955859899520874,298.15,294.73160924911497,-1.456665277481079,293.2749439716339,294.48341217041013,0.1905961036682129,294.67400827407835,293.3349067211151,-0.7953267097473145,292.5395800113678
298.15,-0.5841407775878906,297.5658592224121,298.15,1.1427726745605469,298.15,293.2749439716339,1.7617053985595703,295.03664937019346,294.67400827407835,-0.7990171909332275,293.8749910831451,292.5395800113678,-1.7744123935699463,291.15
297.5658592224121,0.2117621898651123,297.7776214122772,298.15,-1.707595705986023,296.44240429401395,295.03664937019346,-0.9063277244567871,294.1303216457367,293.8749910831451,-0.7396636009216309,293.1353274822235,291.15,1.4400498867034912,292.59004988670347
297.7776214122772,-0.7520544528961182,297.0255669593811,296.44240429401395,-1.7386536598205566,294.7037506341934,294.1303216457367,1.8168509006500244,295.9471725463867,293.1353274822235,-1.4553792476654053,291.6799482345581,292.59004988670347,1.7018694877624512,294.2919193744659
297.0255669593811,1.381873369216919,298.15,294.7037506341934,-1.6850723028182983,293.0186783313751,295.9471725463867,-0.0590665340423584,295.88810601234434,291.6799482345581,0.45376014709472656,292.1337083816528,294.2919193744659,0.10572314262390137,294.3976425170898
298.15,-1.4594635963439941,296.690536403656,293.0186783313751,-1.129615068435669,291.88906326293943,295.88810601234434,-1.0313359498977661,294.85677006244657,292.1337083816528,-1.8776808977127075,291.15,294.3976425170898,1.7882025241851807,296.185845041275
296.690536403656,-0.0046776533126831055,296.6858587503433,291.88906326293943,-0.5418862104415894,291.34717705249784,294.85677006244657,1.3264241218566895,296.18319418430326,291.15,-0.643451452255249,291.15,296.185845041275,-0.4005485773086548,295.78529646396635
296.6858587503433,-0.5195407867431641,296.16631796360014,291.34717705249784,0.33538246154785156,291.6825595140457,296.18319418430326,-1.6968902349472046,294.48630394935606,291.15,-0.2808568477630615,291.15,295.78529646396635,0.3319542407989502,296.1172507047653
296.16631796360014,0.05252552032470703,296.21884348392484,291.6825595140457,0.3398909568786621,292.02245047092435,294.48630394935606,-0.5368685722351074,293.94943537712095,291.15,-1.8992724418640137,291.15,296.1172507047653,-0.6440930366516113,295.4731576681137
296.21884348392484,-1.7266647815704346,294.4921787023544,292.02245047092435,1.4311473369598389,293.4535978078842,293.94943537712095,1.2362732887268066,295.18570866584776,291.15,-1.04319167137146,291.15,295.4731576681137,0.3802452087402344,295.8534028768539
294.4921787023544,-1.942003607749939,292.55017509460447,293.4535978078842,-1.784498691558838,291.66909911632536,295.18570866584776,-0.9669419527053833,294.2187667131424,291.15,1.2845585346221924,292.43455853462217,295.8534028768539,1.008824348449707,296.8622272253036
292.55017509460447,-1.4368443489074707,291.15,291.66909911632536,1.479978322982788,293.14907743930814,294.2187667131424,1.3955903053283691,295.61435701847074,292.43455853462217,-0.6706461906433105,291.76391234397886,296.8622272253036,-1.2098191976547241,295.6524080276489
291.15,-0.594456672668457,291.15,293.14907743930814,-1.4320417642593384,291.7170356750488,295.61435701847074,0.09688138961791992,295.71123840808866,291.76391234397886,1.1077990531921387,292.871711397171,295.6524080276489,0.45424771308898926,296.1066557407379
291.15,0.675328254699707,291.8253282546997,291.7170356750488,1.9374313354492188,293.654467010498,295.71123840808866,1.9389736652374268,297.6502120733261,292.871711397171,-1.34206223487854,291.52964916229246,296.1066557407379,-1.7009116411209106,294.405744099617
291.8253282546997,-1.3768951892852783,291.15,293.654467010498,-1.4190104007720947,292.23545660972593,297.6502120733261,1.9646482467651367,298.15,291.52964916229246,0.9967672824859619,292.5264164447784,294.405744099617,-0.46317946910858154,293.9425646305084
291.15,1.0881378650665283,292.2381378650665,292.23545660972593,0.5609233379364014,292.79637994766233,298.15,-1.4093685150146484,296.74063148498533,292.5264164447784,1.718376636505127,294.24479308128355,293.9425646305084,-1.0433775186538696,292.89918711185453
292.2381378650665,0.3346569538116455,292.57279481887815,292.79637994766233,0.9736254215240479,293.7700053691864,296.74063148498533,-1.595352292060852,295.1452791929245,294.24479308128355,1.8173203468322754,296.0621134281158,292.89918711185453,-1.836740255355835,291.15
292.57279481887815,1.0665440559387207,293.6393388748169,293.7700053691864,-0.994422197341919,292.77558317184446,295.1452791929245,-1.3535383939743042,293.7917407989502,296.0621134281158,1.0607891082763672,297.1229025363922,291.15,-1.0295919179916382,291.15
293.6393388748169,-0.6786906719207764,292.9606482028961,292.77558317184446,-1.114722728729248,291.6608604431152,293.7917407989502,0.9107530117034912,294.70249381065366,297.1229025363922,0.12600016593933105,297.2489027023315,291.15,-1.4462549686431885,291.15
292.9606482028961,1.1864490509033203,294.1470972537994,291.6608604431152,-0.37859416007995605,291.28226628303526,294.70249381065366,-1.032089114189148,293.6704046964645,297.2489027023315,-1.6338531970977783,295.61504950523374,291.15,-0.38733720779418945,291.15
294.1470972537994,-1.5703365802764893,292.5767606735229,291.28226628303526,-1.220081090927124,291.15,293.6704046964645,0.8049592971801758,294.4753639936447,295.61504950523374,-1.3797156810760498,294.2353338241577,291.15,0.22127890586853027,291.3712789058685
