time,outside_temp,t_cor,t_nor,t_sou,t_wes,t_eas,tdis_tot,ener_tot,reward
432000.0,283.34,293.88727,293.19067,294.87915,293.24878,293.48712,712.2256184521485,5.399739058678662e-07,-712.2256724495392
433800.0,283.76938,293.8701,293.16785,294.83395,293.2322,293.47244,712.182270209961,1.0765081528338507e-06,-712.1823778607762
435600.0,283.78,293.85052,293.15247,294.78555,293.19904,293.45084,712.1194542309571,0.006785877415846987,-712.7980419725418
437400.0,282.67188,295.28363,294.55325,296.1339,294.60992,295.0271,715.6707961865235,0.009576795593815262,-716.628475745905
439200.0,281.47,295.37692,294.63788,296.1895,294.68442,295.1095,715.8674694653321,0.012526569615908067,-717.1201264269229
441000.0,281.33994,295.46796,294.69788,296.2234,295.1966,295.15985,716.3774758984375,0.01533173428881157,-717.9106493273187
442800.0,281.7,295.50116,294.71494,296.24704,294.82642,295.2118,716.150805341797,0.01821998435696909,-717.9728037774938
444600.0,283.09943,295.57516,295.09982,296.27655,294.90665,295.25858,716.3466744580078,0.020856365382044165,-718.4323109962122
446400.0,284.52,295.61456,294.8244,296.32123,294.99277,295.33057,716.4661095532227,0.023683165463632257,-718.8344260995859
448200.0,282.83942,295.6815,295.1687,296.33112,295.02072,295.6434,716.8191556591797,0.026606752869213993,-719.4798309461012
450000.0,280.85,295.71027,295.14435,296.30856,295.0194,295.37943,716.6207599194337,0.029378127964426768,-719.5585727158764
451800.0,282.63675,295.7285,294.85883,296.32236,295.06546,295.41565,716.6626314038086,0.029416049260627367,-719.6042363298714
453600.0,284.05,294.33914,293.56915,294.95285,293.7364,293.927,713.2822769482423,0.029526740340125462,-716.2349509822549
455400.0,282.52295,293.7549,293.1345,294.4038,293.31558,293.45673,712.109692072754,0.030086570556629638,-715.118349128417
457200.0,280.92,293.78766,292.53845,293.96936,292.97394,293.5651,711.8161842114258,0.030301854958923066,-714.8463697073181
459000.0,279.889,293.04718,292.27768,293.8212,292.57568,292.56357,710.2209593579101,0.03107272656270491,-713.3282320141807
460800.0,279.82,293.18658,292.39783,294.73297,292.6025,292.89365,710.7142239208985,0.032961421136323305,-714.0103660345308
462600.0,281.64413,293.6197,292.75412,295.79126,292.95688,293.17752,711.6513753613282,0.03403192867015953,-715.0545682283441
464400.0,283.66,294.11115,293.14905,296.24493,293.44556,293.77496,712.8795147551618,0.03436754443228914,-716.3162691983907
466200.0,284.9554,294.16022,293.29245,295.79736,293.57797,294.06363,713.203259701451,0.03446065012899847,-716.6493247143508
468000.0,286.14,294.16782,293.40045,295.4618,293.66125,294.33005,713.4556212859236,0.03468793750777773,-716.9244150367014
469800.0,287.1693,294.1491,293.4054,295.59787,293.6552,294.34256,713.4672571745955,0.03545489203038183,-717.0127463776337
471600.0,288.03,294.0314,293.51678,295.65454,293.68463,295.65714,714.0574471997071,0.03615810711020116,-717.6732579107272
473400.0,288.27478,293.99643,293.52185,295.59677,293.6894,294.42172,713.057950690918,0.03864386518012293,-716.9223372089303
475200.0,288.59,295.46613,294.34616,296.29623,294.58682,294.97128,715.2256433649553,0.0419752088803824,-719.4231642529935
477000.0,289.561,295.78748,294.542,296.4593,294.8078,295.0099,715.6657418756976,0.04507611549327068,-720.1733534250246
478800.0,290.61,295.75012,294.57288,296.48367,294.83768,295.00928,715.6736463800921,0.046038872919914146,-720.2775336720836
480600.0,291.88818,294.64682,293.78223,296.01053,294.3071,294.66986,714.1754739679827,0.04808164183090493,-718.9836381510733
482400.0,292.88,294.92264,296.0891,296.11633,294.46027,294.71182,714.7940139826312,0.05006248135245439,-719.8002621178766
484200.0,292.67853,294.98468,296.18964,296.18372,294.5573,294.7437,714.9535579157366,0.05125474338698622,-720.0790322544352
486000.0,292.1,294.8903,295.55838,296.1661,294.5797,294.7224,714.8175681208148,0.05318478036071699,-720.1360461568866
487800.0,291.9169,295.10345,296.46445,296.27612,294.73688,294.78577,715.244779912807,0.05483172847037681,-720.7279527598447
489600.0,291.65,295.12216,296.37634,296.28152,294.79968,294.78775,715.2967164972796,0.05657301258618169,-720.9540177558978
491400.0,290.9108,295.16318,296.5819,296.2537,294.80603,294.77875,715.3410815241351,0.05814658621995628,-721.1557401461307
493200.0,289.82,295.16547,296.6092,296.19476,294.76443,294.75177,715.2843143244281,0.05959947983912507,-721.2442623083406
495000.0,288.5552,294.96024,296.47443,295.97482,294.53708,294.55927,714.786860393764,0.06095526946342955,-720.8823873401069
496800.0,287.28,294.65994,296.25702,295.68973,293.89404,294.30066,713.834077593471,0.06240286357819609,-720.0743639512906
498600.0,286.16653,294.44797,296.06177,295.43173,293.6527,294.94736,713.9722614435686,0.06391564662887936,-720.3638261064566
500400.0,285.47,294.23648,295.78055,295.17267,294.62894,293.90887,713.766108918457,0.06681471613552656,-720.4475805320096
502200.0,285.3602,296.3611,296.96616,297.12167,296.36264,296.22202,718.6120989697265,0.06978463035952563,-725.5905620056791
504000.0,285.49,296.6103,297.20435,297.39746,296.07858,296.5139,718.8299273876954,0.07266922658201361,-726.0968500458968
505800.0,285.81378,296.70084,297.37384,297.4554,296.1165,296.59256,719.0040118115235,0.07528755581798288,-726.5327673933217
507600.0,285.95,296.74417,296.97528,297.48676,296.18073,296.65442,719.0834552197266,0.07803531382712704,-726.8869866024393
509400.0,285.62845,296.80133,297.2222,297.5009,296.19498,296.68042,719.1816719311523,0.08045121272164148,-727.2267932033164
511200.0,285.26,296.80927,296.2996,297.49866,296.20264,296.70914,719.0996875561524,0.0829826708466289,-727.3979546408153
513000.0,284.94455,296.86246,296.2517,297.5001,296.73575,296.7188,719.5541812817384,0.08556273686547876,-728.1104549682863
514800.0,284.68,296.90454,296.23056,297.50626,297.0868,296.74118,719.8722211743165,0.08823310388551316,-728.6955315628678
