last_cor,act_cor,new_cor,last_nor,act_nor,new_nor,last_sou,act_sou,new_sou
291.15,-2.0,291.15,291.15,-2.0,291.15,298.15,0.0,298.15
291.15,2.0,291.15,291.15,2.0,291.15,298.15,1.0,299.15
291.15,2.0,291.15,291.15,2.0,291.15,299.15,0.0,299.15
291.15,-1.0,291.15,291.15,1.0,291.15,299.15,1.0,300.15
291.15,-1.0,291.15,291.15,-2.0,291.15,300.15,1.0,301.15
291.15,-1.0,291.15,291.15,2.0,291.15,301.15,-1.0,300.15
291.15,-2.0,291.15,291.15,2.0,291.15,300.15,-2.0,298.15
291.15,-2.0,291.15,291.15,0.0,291.15,298.15,2.0,300.15
291.15,-2.0,291.15,291.15,-1.0,291.15,300.15,1.0,301.15
291.15,2.0,291.15,291.15,0.0,291.15,301.15,-2.0,299.15
291.15,-2.0,291.15,291.15,-1.0,291.15,299.15,-2.0,297.15
291.15,1.0,291.15,291.15,-2.0,291.15,297.15,0.0,297.15
291.15,1.0,291.15,291.15,0.0,291.15,297.15,-2.0,295.15
291.15,2.0,291.15,291.15,1.0,291.15,295.15,1.0,296.15
291.15,-2.0,291.15,291.15,-2.0,291.15,296.15,2.0,298.15
291.15,-1.0,291.15,291.15,-1.0,291.15,298.15,0.0,298.15
291.15,1.0,291.15,291.15,2.0,291.15,298.15,-1.0,297.15
291.15,2.0,291.15,291.15,-2.0,291.15,297.15,0.0,297.15
291.15,1.0,291.15,291.15,-2.0,291.15,297.15,-2.0,295.15
291.15,0.0,291.15,291.15,2.0,291.15,295.15,0.0,295.15
291.15,2.0,291.15,291.15,2.0,291.15,295.15,0.0,295.15
291.15,1.0,291.15,291.15,-2.0,291.15,295.15,-2.0,293.15
291.15,2.0,291.15,291.15,1.0,291.15,293.15,-1.0,292.15
291.15,0.0,291.15,291.15,1.0,291.15,292.15,2.0,294.15
291.15,1.0,291.15,291.15,0.0,291.15,294.15,-1.0,293.15
291.15,0.0,291.15,291.15,1.0,291.15,293.15,2.0,295.15
291.15,0.0,291.15,291.15,-1.0,291.15,295.15,-1.0,294.15
291.15,1.0,291.15,291.15,2.0,291.15,294.15,-2.0,292.15
291.15,-2.0,291.15,291.15,0.0,291.15,292.15,-2.0,291.15
291.15,2.0,291.15,291.15,-1.0,291.15,291.15,-2.0,291.15
291.15,2.0,291.15,291.15,-2.0,291.15,291.15,-1.0,291.15
291.15,-2.0,291.15,291.15,-2.0,291.15,291.15,-2.0,291.15
291.15,-2.0,291.15,291.15,-2.0,291.15,291.15,-2.0,291.15
291.15,0.0,291.15,291.15,1.0,291.15,291.15,-1.0,291.15
291.15,-1.0,291.15,291.15,0.0,291.15,291.15,2.0,293.15
291.15,2.0,291.15,291.15,-2.0,291.15,293.15,-2.0,291.15
291.15,-1.0,291.15,291.15,-1.0,291.15,291.15,0.0,291.15
291.15,0.0,291.15,291.15,-2.0,291.15,291.15,-1.0,291.15
291.15,0.0,291.15,291.15,-2.0,291.15,291.15,2.0,293.15
291.15,-2.0,291.15,291.15,2.0,291.15,293.15,-2.0,291.15
291.15,2.0,291.15,291.15,2.0,291.15,291.15,2.0,293.15
291.15,2.0,291.15,291.15,1.0,291.15,293.15,1.0,294.15
291.15,0.40730738639831543,291.15,291.15,1.9548792839050293,291.15,294.15,-0.3341710567474365,293.81582894325254
291.15,-1.303218126296997,291.15,291.15,-1.849729299545288,291.15,293.81582894325254,-1.488405704498291,292.32742323875425
291.15,-1.9139338731765747,291.15,291.15,0.7739875316619873,291.15,292.32742323875425,-1.464872121810913,291.15
291.15,1.5620841979980469,291.15,291.15,1.8657197952270508,291.15,291.15,-0.15167582035064697,291.15
291.15,1.7211556434631348,291.15,291.15,1.1169838905334473,291.15,291.15,0.5462496280670166,291.696249628067
291.15,1.166262149810791,291.15,291.15,1.0714609622955322,291.15,291.696249628067,-1.9700398445129395,291.15
291.15,-0.7928977012634277,291.15,291.15,1.1998622417449951,291.15,291.15,-0.5566821098327637,291.15
291.15,1.1551151275634766,291.15,291.15,0.49845147132873535,291.15,291.15,1.724832534790039,292.87483253479
291.15,-1.8732343912124634,291.15,291.15,-1.805626630783081,291.15,292.87483253479,1.343029260635376,294.2178617954254
291.15,1.0503559112548828,291.15,291.15,0.42136693000793457,291.15,294.2178617954254,-1.8258612155914307,292.39200057983396
291.15,-1.031945824623108,291.15,291.15,-1.6103150844573975,291.15,292.39200057983396,1.9771959781646729,294.36919655799863
291.15,0.18095946311950684,291.15,291.15,-1.4143900871276855,291.15,294.36919655799863,0.0058672428131103516,294.37506380081174
291.15,1.2394864559173584,291.15,291.15,-0.6380629539489746,291.15,294.37506380081174,0.3450164794921875,294.72008028030393
291.15,0.1308598518371582,291.15,291.15,-0.38989055156707764,291.15,294.72008028030393,0.9815254211425781,295.7016057014465
291.15,-1.8856828212738037,291.15,291.15,-1.513391375541687,291.15,295.7016057014465,-1.7322998046875,293.969305896759
291.15,-1.73380446434021,291.15,291.15,1.8090643882751465,291.15,293.969305896759,-0.0005259513854980469,293.9687799453735
291.15,-0.1969822645187378,291.15,291.15,-1.4140187501907349,291.15,293.9687799453735,1.1923165321350098,295.1610964775085
291.15,-0.18916523456573486,291.15,291.15,-1.3297789096832275,291.15,295.1610964775085,1.3321905136108398,296.49328699111936
291.15,0.0362699031829834,291.15,291.15,1.5734882354736328,291.15,296.49328699111936,-1.9340572357177734,294.5592297554016
291.15,-1.1764812469482422,291.15,291.15,0.5259830951690674,291.15,294.5592297554016,1.2925589084625244,295.8517886638641
291.15,0.009972333908081055,291.15,291.15,-0.40818285942077637,291.15,295.8517886638641,-1.9018288850784302,293.9499597787857
291.15,-1.4869738817214966,291.15,291.15,-0.3893650770187378,291.15,293.9499597787857,1.8744227886199951,295.8243825674057
291.15,0.6460270881652832,291.15,291.15,-1.2311475276947021,291.15,295.8243825674057,-0.5081770420074463,295.31620552539823
291.15,0.9342958927154541,291.15,291.15,-0.6632096767425537,291.15,295.31620552539823,0.5006074905395508,295.8168130159378
291.15,-1.4082132577896118,291.15,291.15,1.3423831462860107,291.15,295.8168130159378,-1.5873702764511108,294.2294427394867
291.15,0.23561930656433105,291.15,291.15,0.7612833976745605,291.15,294.2294427394867,1.1175823211669922,295.34702506065366
291.15,-0.9043042659759521,291.15,291.15,0.9343607425689697,291.15,295.34702506065366,0.43926334381103516,295.7862884044647
291.15,1.0268511772155762,291.15,291.15,-1.8540903329849243,291.15,295.7862884044647,1.2353575229644775,297.0216459274292
291.15,-1.846800684928894,291.15,291.15,0.31555700302124023,291.15,297.0216459274292,0.1799919605255127,297.2016378879547
291.15,0.1979844570159912,291.15,291.15,1.1378276348114014,291.15,297.2016378879547,-1.4889177083969116,295.7127201795578
291.15,-0.8247263431549072,291.15,291.15,-1.8125548362731934,291.15,295.7127201795578,0.7198572158813477,296.4325773954391
291.15,-1.7238627672195435,291.15,291.15,-0.8495228290557861,291.15,296.4325773954391,0.39904356002807617,296.8316209554672
291.15,1.4884655475616455,291.15,291.15,-1.6322472095489502,291.15,296.8316209554672,-1.934579610824585,294.8970413446426
291.15,0.9537055492401123,291.15,291.15,0.324155330657959,291.15,294.8970413446426,0.3336508274078369,295.23069217205045
291.15,1.4885468482971191,291.15,291.15,1.0376627445220947,291.15,295.23069217205045,0.46770215034484863,295.6983943223953
291.15,-0.1193387508392334,291.15,291.15,1.521209955215454,291.15,295.6983943223953,0.2467057704925537,295.94510009288786
291.15,1.510678768157959,291.15,291.15,-0.9393994808197021,291.15,295.94510009288786,1.4485836029052734,297.39368369579313
291.15,0.03555798530578613,291.15,291.15,0.9460198879241943,291.15,297.39368369579313,-1.6709164381027222,295.7227672576904
291.15,1.0350136756896973,291.15,291.15,-0.22799956798553467,291.15,295.7227672576904,0.10860514640808105,295.8313724040985
291.15,-1.1464905738830566,291.15,291.15,1.0749216079711914,291.15,295.8313724040985,-0.8260729312896729,295.0052994728088
291.15,0.7947161197662354,291.15,291.15,0.844545841217041,291.15,295.0052994728088,-0.4467027187347412,294.5585967540741
291.15,0.5500953197479248,291.15,291.15,1.7179076671600342,291.15,294.5585967540741,-0.5318975448608398,294.02669920921323
291.15,0.45540356636047363,291.15,291.15,1.174586534500122,291.15,294.02669920921323,0.9906013011932373,295.01730051040647
291.15,0.8323490619659424,291.15,291.15,1.9637813568115234,291.15,295.01730051040647,-1.4926528930664062,293.52464761734007
291.15,-0.586200475692749,291.15,291.15,1.2650282382965088,291.15,293.52464761734007,1.7401132583618164,295.2647608757019
291.15,0.3269987106323242,291.15,291.15,-1.6662013530731201,291.15,295.2647608757019,-0.9432945251464844,294.3214663505554
291.15,-0.761850118637085,291.15,291.15,-1.6883312463760376,291.15,294.3214663505554,1.7950572967529297,296.1165236473083
291.15,1.4217114448547363,291.15,291.15,-1.6131207942962646,291.15,296.1165236473083,-0.1772623062133789,295.93926134109495
291.15,-1.4908485412597656,291.15,291.15,-1.0075339078903198,291.15,295.93926134109495,-1.1604773998260498,294.7787839412689
291.15,0.02535223960876465,291.15,291.15,-0.4204552173614502,291.15,294.7787839412689,1.3117387294769287,296.0905226707458
291.15,-0.5173087120056152,291.15,291.15,0.4244101047515869,291.15,296.0905226707458,-1.7494677305221558,294.34105494022367
291.15,0.09361720085144043,291.15,291.15,0.426804780960083,291.15,294.34105494022367,-0.6261310577392578,293.7149238824844
291.15,-1.7299184799194336,291.15,291.15,1.454484224319458,291.15,293.7149238824844,1.1735944747924805,294.8885183572769
291.15,-1.9381871223449707,291.15,291.15,-1.721947431564331,291.15,294.8885183572769,-1.0301244258880615,293.85839393138883
291.15,-1.429088830947876,291.15,291.15,1.4408433437347412,291.15,293.85839393138883,1.3550183773040771,295.2134123086929
291.15,-0.5374021530151367,291.15,291.15,-1.359527826309204,291.15,295.2134123086929,0.05165886878967285,295.2650711774826
291.15,0.7404916286468506,291.15,291.15,1.9235548973083496,291.15,295.2650711774826,1.9334263801574707,297.19849755764005
291.15,-1.3458671569824219,291.15,291.15,-1.3583639860153198,291.15,297.19849755764005,1.9588146209716797,299.15731217861173
291.15,1.1654868125915527,291.15,291.15,0.5513496398925781,291.15,299.15731217861173,-1.432570457458496,297.72474172115324
291.15,0.3848600387573242,291.15,291.15,0.964292049407959,291.15,297.72474172115324,-1.6212971210479736,296.10344460010526
291.15,1.121767282485962,291.15,291.15,-0.9271223545074463,291.15,296.10344460010526,-1.4158148765563965,294.68762972354887
291.15,-0.6596060991287231,291.15,291.15,-1.0170443058013916,291.15,294.68762972354887,0.7845554351806641,295.47218515872953
291.15,1.2731921672821045,291.15,291.15,-0.2848622798919678,291.15,295.47218515872953,-1.1278326511383057,294.3443525075912
291.15,-1.5674712657928467,291.15,291.15,-1.145412564277649,291.15,294.3443525075912,0.6814637184143066,295.02581622600553
291.15,1.5238351821899414,291.15,291.15,-1.1009290218353271,291.15,295.02581622600553,0.9396920204162598,295.9655082464218
291.15,-1.361253261566162,291.15,291.15,-1.8032625913619995,291.15,295.9655082464218,0.38255763053894043,296.34806587696073
291.15,1.7388620376586914,291.15,291.15,0.22981882095336914,291.15,296.34806587696073,1.839724063873291,298.187789940834
291.15,0.36998820304870605,291.15,291.15,0.8349764347076416,291.15,298.187789940834,1.3459162712097168,299.53370621204374
291.15,-1.8885047435760498,291.15,291.15,0.03646564483642578,291.15,299.53370621204374,-1.8627339601516724,297.67097225189207
291.15,-1.2330234050750732,291.15,291.15,0.6053268909454346,291.15,297.67097225189207,1.7670223712921143,299.4379946231842
291.15,-1.0587133169174194,291.15,291.15,-1.1813685894012451,291.15,299.4379946231842,-0.2004777193069458,299.23751690387724
291.15,-1.5943067073822021,291.15,291.15,-1.1763182878494263,291.15,299.23751690387724,0.4630289077758789,299.7005458116531
291.15,0.8298277854919434,291.15,291.15,-1.6960113048553467,291.15,299.7005458116531,0.6843690872192383,300.38491489887235
291.15,-1.164470911026001,291.15,291.15,-1.150519847869873,291.15,300.38491489887235,-0.006723165512084961,300.37819173336027
291.15,-0.18838584423065186,291.15,291.15,1.0107598304748535,291.15,300.37819173336027,0.6165874004364014,300.99477913379667
291.15,-1.5860532522201538,291.15,291.15,0.9772253036499023,291.15,300.99477913379667,-1.5451939105987549,299.4495852231979
291.15,-1.3344942331314087,291.15,291.15,1.1233959197998047,291.15,299.4495852231979,-0.9226789474487305,298.5269062757492
291.15,1.2341084480285645,291.15,291.15,1.7060658931732178,291.15,298.5269062757492,0.7508232593536377,299.2777295351028
291.15,-0.29583990573883057,291.15,291.15,1.6784672737121582,291.15,299.2777295351028,-0.953561544418335,298.3241679906845
291.15,-1.4437698125839233,291.15,291.15,0.2799711227416992,291.15,298.3241679906845,0.012079715728759766,298.33624770641325
291.15,1.083531141281128,291.15,291.15,-0.545417308807373,291.15,298.33624770641325,-1.245098352432251,297.091149353981
291.15,-1.7919774055480957,291.15,291.15,0.4548182487487793,291.15,297.091149353981,-1.890898585319519,295.2002507686615
291.15,0.6545853614807129,291.15,291.15,0.10781645774841309,291.15,295.2002507686615,0.6923403739929199,295.8925911426544
291.15,1.3145287036895752,291.15,291.15,-1.4115471839904785,291.15,295.8925911426544,1.7238883972167969,297.6164795398712
291.15,0.8167459964752197,291.15,291.15,0.11911773681640625,291.15,297.6164795398712,1.6950809955596924,299.3115605354309
291.15,-1.158528447151184,291.15,291.15,1.0254325866699219,291.15,299.3115605354309,-1.0704885721206665,298.2410719633102
291.15,-0.6419613361358643,291.15,291.15,1.3354454040527344,291.15,298.2410719633102,-1.6373176574707031,296.6037543058395
291.15,-0.6902344226837158,291.15,291.15,-1.3069713115692139,291.15,296.6037543058395,-1.6246165037155151,294.979137802124
291.15,-1.8246475458145142,291.15,291.15,-0.9233531951904297,291.15,294.979137802124,1.7346181869506836,296.7137559890747
291.15,-1.574453592300415,291.15,291.15,0.2908012866973877,291.15,296.7137559890747,-1.7572938203811646,294.9564621686935
291.15,-0.7971982955932617,291.15,291.15,-0.8867114782333374,291.15,294.9564621686935,-1.943588376045227,293.0128737926483
291.15,0.9190599918365479,291.15,291.15,-0.22312021255493164,291.15,293.0128737926483,-0.4227113723754883,292.5901624202728
291.15,1.0341017246246338,291.15,291.15,0.10829806327819824,291.15,292.5901624202728,-1.8350095748901367,291.15
291.15,-0.21949267387390137,291.15,291.15,0.8293886184692383,291.15,291.15,-0.5530884265899658,291.15
291.15,0.4079434871673584,291.15,291.15,-1.705121397972107,291.15,291.15,-1.9245421886444092,291.15
291.15,0.4775662422180176,291.15,291.15,-1.600711464881897,291.15,291.15,-0.846474289894104,291.15
291.15,-1.0724796056747437,291.15,291.15,-0.4404897689819336,291.15,291.15,-1.0092421770095825,291.15
291.15,1.946685791015625,291.15,291.15,-0.28291869163513184,291.15,291.15,0.9278585910797119,292.0778585910797
291.15,-1.9473398923873901,291.15,291.15,0.6072149276733398,291.15,292.0778585910797,0.2017502784729004,292.2796088695526
291.15,-0.19612550735473633,291.15,291.15,1.5806069374084473,291.15,292.2796088695526,0.3274557590484619,292.60706462860105
291.15,1.3662285804748535,291.15,291.15,-0.5425198078155518,291.15,292.60706462860105,-0.3891865015029907,292.21787812709806
291.15,0.8092985153198242,291.15,291.15,-1.6638869047164917,291.15,292.21787812709806,0.734682559967041,292.9525606870651
291.15,-0.9375216960906982,291.15,291.15,-0.2236698865890503,291.15,292.9525606870651,-0.7455503940582275,292.2070102930069
291.15,1.7446999549865723,291.15,291.15,1.1778132915496826,291.15,292.2070102930069,-0.6823751926422119,291.52463510036466
291.15,1.5840723514556885,291.15,291.15,1.6846580505371094,291.15,291.52463510036466,1.933974027633667,293.45860912799833
291.15,-1.6021255254745483,291.15,291.15,-0.5442711114883423,291.15,293.45860912799833,0.9213218688964844,294.3799309968948
291.15,1.6420552730560303,291.15,291.15,-0.743295431137085,291.15,294.3799309968948,1.3294599056243896,295.7093909025192
291.15,-1.1799825429916382,291.15,291.15,0.11474466323852539,291.15,295.7093909025192,1.7994353771209717,297.5088262796402
291.15,-1.7019100189208984,291.15,291.15,1.7525410652160645,291.15,297.5088262796402,-1.1044819355010986,296.4043443441391
291.15,-0.9611005783081055,291.15,291.15,1.60142183303833,291.15,296.4043443441391,-0.5260233879089355,295.87832095623014
291.15,0.695713996887207,291.15,291.15,1.6044979095458984,291.15,295.87832095623014,1.2721612453460693,297.1504822015762
291.15,-0.07715857028961182,291.15,291.15,0.3524508476257324,291.15,297.1504822015762,-1.1402029991149902,296.0102792024612
291.15,-0.8512940406799316,291.15,291.15,1.72343111038208,291.15,296.0102792024612,0.9649245738983154,296.97520377635954
291.15,1.2866160869598389,291.15,291.15,0.3089101314544678,291.15,296.97520377635954,-0.9645087718963623,296.0106950044632
291.15,0.7735567092895508,291.15,291.15,1.3615717887878418,291.15,296.0106950044632,-1.1812090873718262,294.82948591709135
291.15,1.3348119258880615,291.15,291.15,-0.9867265224456787,291.15,294.82948591709135,-0.25396883487701416,294.57551708221433
291.15,-1.4434391260147095,291.15,291.15,0.41730570793151855,291.15,294.57551708221433,-1.8872601985931396,292.6882568836212
291.15,-1.4998512268066406,291.15,291.15,-1.6860995292663574,291.15,292.6882568836212,-1.158952236175537,291.52930464744566
291.15,-1.0076508522033691,291.15,291.15,-1.0047541856765747,291.15,291.52930464744566,-0.7985221147537231,291.15
291.15,-0.9080981016159058,291.15,291.15,-1.6931878328323364,291.15,291.15,-1.3551907539367676,291.15
291.15,0.5705318450927734,291.15,291.15,-0.4662294387817383,291.15,291.15,-1.5657713413238525,291.15
291.15,-1.8809140920639038,291.15,291.15,-0.3733353614807129,291.15,291.15,1.378145694732666,292.52814569473264
291.15,-1.8958206176757812,291.15,291.15,-0.3183450698852539,291.15,292.52814569473264,-0.6685580015182495,291.8595876932144
291.15,-1.9599854946136475,291.15,291.15,-1.1306873559951782,291.15,291.8595876932144,0.19907426834106445,292.05866196155546
291.15,0.7453241348266602,291.15,291.15,1.5622930526733398,291.15,292.05866196155546,-1.8494727611541748,291.15
291.15,1.8951232433319092,291.15,291.15,-1.6468009948730469,291.15,291.15,1.943565845489502,293.0935658454895
291.15,0.7113461494445801,291.15,291.15,-0.6697624921798706,291.15,293.0935658454895,0.38675522804260254,293.4803210735321
291.15,-0.501089334487915,291.15,291.15,0.5403687953948975,291.15,293.4803210735321,1.0727014541625977,294.5530225276947
291.15,-0.5221506357192993,291.15,291.15,-1.1322379112243652,291.15,294.5530225276947,-1.4790678024291992,293.0739547252655
291.15,-0.8606570959091187,291.15,291.15,0.3434455394744873,291.15,293.0739547252655,-1.0943044424057007,291.9796502828598
291.15,0.05018806457519531,291.15,291.15,-1.4748058319091797,291.15,291.9796502828598,0.07765722274780273,292.0573075056076
291.15,0.49340200424194336,291.15,291.15,0.5708625316619873,291.15,292.0573075056076,-0.2985398769378662,291.7587676286697
291.15,0.21721768379211426,291.15,291.15,1.5553560256958008,291.15,291.7587676286697,0.047083139419555664,291.8058507680893
291.15,-1.073315143585205,291.15,291.15,-1.8536324501037598,291.15,291.8058507680893,-1.0167577266693115,291.15
291.15,1.6803154945373535,291.15,291.15,-0.8135302066802979,291.15,291.15,-1.154287338256836,291.15
291.15,-1.904964804649353,291.15,291.15,0.23236775398254395,291.15,291.15,-1.6457889080047607,291.15
291.15,-0.21932494640350342,291.15,291.15,0.7209131717681885,291.15,291.15,1.7303855419158936,292.88038554191587
291.15,0.6727783679962158,291.15,291.15,1.9449691772460938,291.15,292.88038554191587,-0.7802191972732544,292.1001663446426
291.15,1.0597195625305176,291.15,291.15,1.1456942558288574,291.15,292.1001663446426,-0.5609439611434937,291.5392223834991
291.15,-1.0045101642608643,291.15,291.15,-0.8785653114318848,291.15,291.5392223834991,-0.6707510948181152,291.15
291.15,1.2449853420257568,291.15,291.15,-1.4151884317398071,291.15,291.15,-1.1931875944137573,291.15
291.15,-1.9391506910324097,291.15,291.15,-1.3980727195739746,291.15,291.15,0.06168842315673828,291.2116884231567
291.15,0.21530818939208984,291.15,291.15,0.26326608657836914,291.15,291.2116884231567,-1.3850295543670654,291.15
291.15,0.6892523765563965,291.15,291.15,-0.07330441474914551,291.15,291.15,-0.1758490800857544,291.15
291.15,1.3032286167144775,291.15,291.15,0.10886240005493164,291.15,291.15,-0.667289137840271,291.15
291.15,1.1770880222320557,291.15,291.15,0.8659238815307617,291.15,291.15,0.41437602043151855,291.5643760204315
291.15,-0.4057084321975708,291.15,291.15,0.833341121673584,291.15,291.5643760204315,-1.6413068771362305,291.15
291.15,-0.9696156978607178,291.15,291.15,-0.2002251148223877,291.15,291.15,0.17394733428955078,291.3239473342895
291.15,-0.550573468208313,291.15,291.15,1.3719868659973145,291.15,291.3239473342895,0.9930729866027832,292.3170203208923
291.15,1.9442732334136963,291.15,291.15,1.86525297164917,291.15,292.3170203208923,-1.7922120094299316,291.15
291.15,-0.34046483039855957,291.15,291.15,-1.416053056716919,291.15,291.15,-0.12818872928619385,291.15
291.15,-1.4349524974822998,291.15,291.15,0.3247537612915039,291.15,291.15,-0.8226890563964844,291.15
291.15,-1.303128719329834,291.15,291.15,-0.020498156547546387,291.15,291.15,0.4699435234069824,291.61994352340696
291.15,1.212824821472168,291.15,291.15,1.9062371253967285,291.15,291.61994352340696,1.341965675354004,292.96190919876096
291.15,1.4968504905700684,291.15,291.15,1.234419345855713,291.15,292.96190919876096,-0.6816458702087402,292.2802633285522
291.15,0.35573601722717285,291.15,291.15,0.37888669967651367,291.15,292.2802633285522,0.9540176391601562,293.2342809677124
291.15,-0.03997969627380371,291.15,291.15,-0.7200186252593994,291.15,293.2342809677124,1.8523180484771729,295.08659901618955
291.15,1.6198039054870605,291.15,291.15,0.6928524971008301,291.15,295.08659901618955,-0.7303969860076904,294.35620203018186
291.15,-0.9272273778915405,291.15,291.15,1.653425693511963,291.15,294.35620203018186,0.6397647857666016,294.99596681594846
291.15,0.07093930244445801,291.15,291.15,0.34126949310302734,291.15,294.99596681594846,-1.7233548164367676,293.2726119995117
291.15,0.7668354511260986,291.15,291.15,-0.7328226566314697,291.15,293.2726119995117,1.26652193069458,294.5391339302063
291.15,-1.3105943202972412,291.15,291.15,0.7152702808380127,291.15,294.5391339302063,1.3982586860656738,295.93739261627195
291.15,1.6745238304138184,291.15,291.15,-1.576560616493225,291.15,295.93739261627195,1.4041197299957275,297.3415123462677
291.15,0.14566707611083984,291.15,291.15,-0.6759821176528931,291.15,297.3415123462677,-1.4158837795257568,295.9256285667419
291.15,-1.4742441177368164,291.15,291.15,-1.1620701551437378,291.15,295.9256285667419,-1.6911876201629639,294.23444094657896
291.15,-0.258892297744751,291.15,291.15,0.07320117950439453,291.15,294.23444094657896,-1.1473796367645264,293.08706130981443
291.15,1.8795812129974365,291.15,291.15,1.6296107769012451,291.15,293.08706130981443,1.3080029487609863,294.3950642585754
291.15,0.21761155128479004,291.15,291.15,0.09482884407043457,291.15,294.3950642585754,1.6574585437774658,296.0525228023529
291.15,1.117652177810669,291.15,291.15,-0.773788332939148,291.15,296.0525228023529,0.501793384552002,296.5543161869049
291.15,-0.6980738639831543,291.15,291.15,1.5974411964416504,291.15,296.5543161869049,1.86676025390625,298.42107644081113
291.15,0.5401043891906738,291.15,291.15,0.38050055503845215,291.15,298.42107644081113,1.5275745391845703,299.9486509799957
291.15,1.0342037677764893,291.15,291.15,1.853774070739746,291.15,299.9486509799957,-0.773444414138794,299.1752065658569
291.15,0.3774430751800537,291.15,291.15,-0.9518508911132812,291.15,299.1752065658569,-0.9452536106109619,298.22995295524595
